Batch ID,Job Order Number,Printing Date/Time,Printer Operator ID,Ink Type,Paper Type,No. of Sheets Used,No. of Cards Printed,No. of Half Cards,No. of Quarter Cards,Accepted Cards,Rejected Cards,Color Matching Data,Quality Control Result (Printing),Printing QC - Alignment,Printing QC - Color Accuracy,Printing QC - Material Integrity,Lamination Date/Time,Lamination Operator ID,Chip Type,Embedding Errors,Chip Serial Numbers,Quality Control Result (Embedding),Embedding QC - Chip Functionality,Embedding QC - Alignment,Network Data,Encryption Key,Laser Engraving Serial,ICCID,Personalization Operator ID,Quality Control Result (Personalization),Personalization QC - Data Accuracy,Personalization QC - Laser Engraving,Audit Trail Logs,PO_number,Printing_Year,Printing_Month,Processing Time (Days),Quality Control Result (Printing)_Binary,Quality Control Result (Embedding)_Binary,Quality Control Result (Personalization)_Binary,Total QC Passes
Batch_696,JO_00696,2022-12-05 11:00:00,Operator_47,Offset Ink,PET,18.0,630.0,364.0,266.0,334.0,296.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-08 17:19:00,Operator_57,Type2,1.0,Chip_252643,Pass,Pass,Pass,GPRS,Key_1668,Serial_6477,ICCID_480846,Operator_133,Pass,Pass,Pass,Log_30870,PO-0042,2022,12,3,1.0,1,1.0,3.0
Batch_697,JO_00697,2022-12-05 22:42:00,Operator_21,UV Ink,PVC,33.0,825.0,803.0,22.0,280.0,545.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-12 15:56:00,Operator_69,Type2,1.0,Chip_990317,Pass,Pass,Pass,GSM,Key_7466,Serial_1330,ICCID_186356,Operator_139,Pass,Pass,Pass,Log_32382,PO-0043,2022,12,6,1.0,1,1.0,3.0
Batch_698,JO_00698,2022-12-06 10:23:00,Operator_16,UV Ink,Composite Materials,30.0,810.0,222.0,588.0,751.0,59.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-13 10:36:00,Operator_76,Type3,3.0,Chip_297372,Pass,Pass,Pass,UMTS,Key_5860,Serial_5086,ICCID_443260,Operator_113,Pass,Pass,Pass,Log_71158,PO-0044,2022,12,7,1.0,1,1.0,3.0
Batch_699,JO_00699,2022-12-06 22:04:00,Operator_21,UV Ink,PET,25.0,525.0,342.0,183.0,222.0,303.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-11 01:36:00,Operator_72,Type2,2.0,Chip_516197,Pass,Pass,Pass,GPRS,Key_6493,Serial_5920,ICCID_763327,Operator_131,Pass,Pass,Pass,Log_56767,PO-0045,2022,12,4,1.0,1,1.0,3.0
Batch_700,JO_00700,2022-12-07 09:45:00,Operator_11,Offset Ink,Composite Materials,34.0,1292.0,348.0,944.0,800.0,492.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-13 01:54:00,Operator_56,Type3,3.0,Chip_612016,Pass,Pass,Pass,GPRS,Key_1215,Serial_9511,ICCID_502032,Operator_136,Pass,Pass,Pass,Log_23757,PO-0046,2022,12,5,1.0,1,1.0,3.0
Batch_701,JO_00701,2022-12-07 21:27:00,Operator_37,UV Ink,PET,35.0,980.0,462.0,518.0,784.0,196.0,Match_Fair,Pass,Pass,Pass,Pass,2022-12-11 16:38:00,Operator_63,Type1,3.0,Chip_956215,Pass,Pass,Pass,UMTS,Key_5637,Serial_9392,ICCID_784185,Operator_119,Pass,Pass,Pass,Log_15280,PO-0047,2022,12,3,1.0,1,1.0,3.0
Batch_702,JO_00702,2022-12-08 09:08:00,Operator_36,Offset Ink,PVC,18.0,432.0,228.0,204.0,395.0,37.0,Match_Fair,Pass,Pass,Pass,Pass,2022-12-15 15:31:00,Operator_60,Type3,1.0,Chip_977004,Pass,Pass,Pass,GSM,Key_5963,Serial_3976,ICCID_167084,Operator_125,Pass,Pass,Pass,Log_32109,PO-0048,2022,12,7,1.0,1,1.0,3.0
Batch_703,JO_00703,2022-12-08 20:49:00,Operator_35,UV Ink,Composite Materials,24.0,576.0,223.0,353.0,342.0,234.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-12 14:31:00,Operator_69,Type2,3.0,Chip_702359,Pass,Pass,Pass,GSM,Key_6302,Serial_7892,ICCID_542126,Operator_143,Pass,Pass,Pass,Log_97275,PO-0049,2022,12,3,1.0,1,1.0,3.0
Batch_704,JO_00704,2022-12-09 08:31:00,Operator_19,UV Ink,Composite Materials,48.0,1410.0,1306.125,386.0,530.0,657.625,Match_Fair,Pass,Pass,Fail,Pass,2022-12-17 12:04:00,Operator_81,Type2,3.0,Chip_820267,Pass,Pass,Pass,UMTS,Key_4222,Serial_1913,ICCID_857249,Operator_135,Pass,Pass,Pass,Log_81401,PO-0050,2022,12,8,1.0,1,1.0,3.0
Batch_705,JO_00705,2022-12-09 20:12:00,Operator_20,Offset Ink,Composite Materials,42.0,966.0,318.0,648.0,413.0,553.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-18 09:13:00,Operator_60,Type1,1.0,Chip_245564,Pass,Pass,Pass,GPRS,Key_6412,Serial_2117,ICCID_634688,Operator_137,Pass,Pass,Pass,Log_18609,PO-0051,2022,12,8,1.0,1,1.0,3.0
Batch_706,JO_00706,2022-12-10 07:53:00,Operator_18,UV Ink,Composite Materials,10.0,350.0,197.0,153.0,339.0,11.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-18 23:01:00,Operator_87,Type1,1.0,Chip_420087,Pass,Pass,Pass,UMTS,Key_9945,Serial_1316,ICCID_173151,Operator_139,Pass,Pass,Pass,Log_42201,PO-0052,2022,12,8,1.0,1,1.0,3.0
Batch_707,JO_00707,2022-12-10 19:34:00,Operator_47,Metallic Ink,PET,14.0,490.0,185.0,305.0,346.0,144.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-14 23:06:00,Operator_63,Type1,0.0,Chip_811997,Pass,Pass,Pass,GPRS,Key_6027,Serial_5431,ICCID_327358,Operator_133,Pass,Pass,Pass,Log_28214,PO-0053,2022,12,4,1.0,1,1.0,3.0
Batch_708,JO_00708,2022-12-11 07:16:00,Operator_41,Offset Ink,PET,18.0,630.0,345.0,285.0,327.0,303.0,Match_Good,Pass,Fail,Pass,Pass,2022-12-18 04:57:00,Operator_67,Type3,2.0,Chip_915201,Pass,Pass,Pass,GSM,Key_3482,Serial_4914,ICCID_312686,Operator_143,Pass,Pass,Pass,Log_34313,PO-0054,2022,12,6,1.0,1,1.0,3.0
Batch_709,JO_00709,2022-12-11 18:57:00,Operator_49,Offset Ink,Composite Materials,15.0,390.0,197.0,193.0,207.0,183.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-14 22:50:00,Operator_55,Type3,0.0,Chip_547002,Pass,Pass,Pass,GSM,Key_6837,Serial_8429,ICCID_982869,Operator_103,Pass,Pass,Pass,Log_27236,PO-0055,2022,12,3,1.0,1,1.0,3.0
Batch_710,JO_00710,2022-12-12 06:38:00,Operator_14,Offset Ink,PET,37.0,1369.0,298.0,1071.0,438.0,657.625,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-20 17:18:00,Operator_71,Type3,1.0,Chip_468935,Pass,Pass,Pass,GSM,Key_1363,Serial_5171,ICCID_696110,Operator_147,Pass,Pass,Pass,Log_63949,PO-0056,2022,12,8,1.0,1,1.0,3.0
Batch_711,JO_00711,2022-12-12 18:19:00,Operator_15,Metallic Ink,Composite Materials,35.0,700.0,392.0,308.0,621.0,79.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-18 22:21:00,Operator_89,Type3,4.0,Chip_820302,Pass,Pass,Pass,GSM,Key_4774,Serial_5377,ICCID_670707,Operator_142,Pass,Pass,Pass,Log_11463,PO-0057,2022,12,6,1.0,1,1.0,3.0
Batch_712,JO_00712,2022-12-13 06:01:00,Operator_31,Offset Ink,Composite Materials,37.0,814.0,413.0,401.0,808.0,6.0,Match_Perfect,Pass,Pass,Pass,Fail,2022-12-22 07:13:00,Operator_70,Type1,3.0,Chip_736808,Pass,Pass,Pass,UMTS,Key_5588,Serial_2874,ICCID_985939,Operator_124,Pass,Pass,Pass,Log_94854,PO-0058,2022,12,9,1.0,1,1.0,3.0
Batch_713,JO_00713,2022-12-13 17:42:00,Operator_1,UV Ink,PVC,49.0,1323.0,595.0,728.0,1055.0,268.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-20 19:30:00,Operator_57,Type2,3.0,Chip_303151,Pass,Pass,Pass,GSM,Key_1626,Serial_1960,ICCID_938982,Operator_103,Pass,Pass,Pass,Log_48382,PO-0059,2022,12,7,1.0,1,1.0,3.0
Batch_714,JO_00714,2022-12-14 05:23:00,Operator_3,UV Ink,Composite Materials,24.0,480.0,407.0,73.0,194.0,286.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-20 20:22:00,Operator_65,Type2,1.0,Chip_376492,Pass,Pass,Pass,UMTS,Key_9734,Serial_4316,ICCID_452355,Operator_107,Pass,Pass,Pass,Log_89268,PO-0060,2022,12,6,1.0,1,1.0,3.0
Batch_715,JO_00715,2022-12-14 17:05:00,Operator_16,UV Ink,PET,15.0,390.0,239.0,151.0,241.0,149.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-17 01:24:00,Operator_65,Type3,3.0,Chip_890965,Pass,Pass,Pass,UMTS,Key_6837,Serial_6459,ICCID_953162,Operator_113,Pass,Pass,Pass,Log_91958,PO-0021,2022,12,2,1.0,1,1.0,3.0
Batch_716,JO_00716,2022-12-15 04:46:00,Operator_23,Offset Ink,Composite Materials,36.0,936.0,773.0,163.0,722.0,214.0,Match_Fair,Pass,Pass,Pass,Pass,2022-12-17 10:11:00,Operator_73,Type1,0.0,Chip_568963,Pass,Pass,Pass,UMTS,Key_2176,Serial_8675,ICCID_564651,Operator_124,Pass,Pass,Pass,Log_66830,PO-0022,2022,12,2,1.0,1,1.0,3.0
Batch_717,JO_00717,2022-12-15 16:27:00,Operator_11,UV Ink,PVC,47.0,1269.0,1196.0,73.0,632.0,637.0,Match_Fair,Pass,Pass,Pass,Pass,2022-12-21 21:00:00,Operator_83,Type1,3.0,Chip_321848,Pass,Pass,Pass,GPRS,Key_1456,Serial_5902,ICCID_172908,Operator_138,Pass,Pass,Pass,Log_65262,PO-0023,2022,12,6,1.0,1,1.0,3.0
Batch_718,JO_00718,2022-12-16 04:08:00,Operator_12,Offset Ink,PET,13.0,494.0,250.0,244.0,364.0,130.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-18 18:55:00,Operator_94,Type1,4.0,Chip_507951,Pass,Pass,Pass,GSM,Key_9552,Serial_7985,ICCID_737444,Operator_130,Pass,Pass,Pass,Log_59869,PO-0024,2022,12,2,1.0,1,1.0,3.0
Batch_719,JO_00719,2022-12-16 15:50:00,Operator_10,UV Ink,PVC,20.0,720.0,213.0,507.0,583.0,137.0,Match_Fair,Pass,Pass,Pass,Pass,2022-12-25 00:57:00,Operator_52,Type2,2.0,Chip_615115,Pass,Pass,Fail,GPRS,Key_5781,Serial_9111,ICCID_573066,Operator_105,Pass,Pass,Pass,Log_31825,PO-0025,2022,12,8,1.0,1,1.0,3.0
Batch_720,JO_00720,2022-12-17 03:31:00,Operator_32,Metallic Ink,PVC,30.0,900.0,324.0,576.0,245.0,655.0,Match_Fair,Pass,Pass,Pass,Pass,2022-12-21 16:44:00,Operator_82,Type2,0.0,Chip_283667,Pass,Pass,Pass,GPRS,Key_9477,Serial_9443,ICCID_248613,Operator_123,Pass,Pass,Pass,Log_78489,PO-0026,2022,12,4,1.0,1,1.0,3.0
Batch_721,JO_00721,2022-12-17 15:12:00,Operator_16,Metallic Ink,Composite Materials,39.0,1326.0,1116.0,210.0,1062.0,264.0,Match_Poor,Pass,Pass,Fail,Pass,2022-12-27 10:24:00,Operator_65,Type3,2.0,Chip_864277,Pass,Pass,Pass,UMTS,Key_1403,Serial_9174,ICCID_226468,Operator_141,Pass,Pass,Pass,Log_87317,PO-0027,2022,12,9,1.0,1,1.0,3.0
Batch_722,JO_00722,2022-12-18 02:53:00,Operator_8,Metallic Ink,PVC,27.0,756.0,705.0,51.0,754.0,2.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-25 15:08:00,Operator_57,Type2,2.0,Chip_834187,Pass,Pass,Pass,GSM,Key_1384,Serial_6325,ICCID_845277,Operator_144,Pass,Pass,Pass,Log_25209,PO-0028,2022,12,7,1.0,1,1.0,3.0
Batch_723,JO_00723,2022-12-18 14:35:00,Operator_38,Metallic Ink,PVC,44.0,1410.0,1097.0,487.0,1113.0,153.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-21 06:03:00,Operator_59,Type1,4.0,Chip_374014,Pass,Pass,Pass,UMTS,Key_3190,Serial_4587,ICCID_776268,Operator_127,Pass,Pass,Pass,Log_64349,PO-0029,2022,12,2,1.0,1,1.0,3.0
Batch_724,JO_00724,2022-12-19 02:16:00,Operator_12,Offset Ink,PET,12.0,360.0,268.0,92.0,280.0,80.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-28 20:16:00,Operator_78,Type2,4.0,Chip_446596,Pass,Pass,Pass,GSM,Key_1254,Serial_4100,ICCID_948422,Operator_118,Pass,Pass,Pass,Log_83369,PO-0030,2022,12,9,1.0,1,1.0,3.0
Batch_725,JO_00725,2022-12-19 13:57:00,Operator_24,UV Ink,PVC,21.0,525.0,340.0,185.0,318.0,207.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-24 15:20:00,Operator_72,Type2,4.0,Chip_720960,Pass,Pass,Pass,GPRS,Key_9305,Serial_2590,ICCID_524810,Operator_140,Pass,Pass,Pass,Log_31461,PO-0031,2022,12,5,1.0,1,1.0,3.0
Batch_726,JO_00726,2022-12-20 01:38:00,Operator_28,Metallic Ink,Composite Materials,36.0,1008.0,317.0,691.0,810.0,198.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-25 20:04:00,Operator_53,Type2,4.0,Chip_547129,Pass,Pass,Pass,GPRS,Key_9115,Serial_3793,ICCID_305038,Operator_120,Pass,Pass,Pass,Log_51277,PO-0032,2022,12,5,1.0,1,1.0,3.0
Batch_727,JO_00727,2022-12-20 13:20:00,Operator_8,Offset Ink,Composite Materials,39.0,1410.0,292.0,1151.0,1113.0,109.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-29 13:54:00,Operator_92,Type3,0.0,Chip_178306,Pass,Pass,Pass,UMTS,Key_9093,Serial_1614,ICCID_852453,Operator_106,Pass,Pass,Pass,Log_28283,PO-0033,2022,12,9,1.0,1,1.0,3.0
Batch_728,JO_00728,2022-12-21 01:01:00,Operator_28,Metallic Ink,Composite Materials,30.0,1170.0,281.0,889.0,728.0,442.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-28 14:11:00,Operator_52,Type2,4.0,Chip_504775,Pass,Pass,Pass,GSM,Key_7792,Serial_6558,ICCID_432533,Operator_130,Pass,Pass,Pass,Log_54694,PO-0034,2022,12,7,1.0,1,1.0,3.0
Batch_729,JO_00729,2022-12-21 12:42:00,Operator_36,Metallic Ink,PVC,47.0,987.0,299.0,688.0,647.0,340.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-31 11:29:00,Operator_72,Type3,0.0,Chip_129510,Pass,Pass,Pass,UMTS,Key_7724,Serial_9437,ICCID_742437,Operator_106,Pass,Pass,Pass,Log_45416,PO-0035,2022,12,9,1.0,1,1.0,3.0
Batch_730,JO_00730,2022-12-22 00:24:00,Operator_26,Offset Ink,PET,30.0,690.0,237.0,453.0,659.0,31.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-30 20:30:00,Operator_75,Type2,3.0,Chip_138828,Pass,Pass,Pass,UMTS,Key_2262,Serial_9112,ICCID_265706,Operator_117,Pass,Pass,Pass,Log_34170,PO-0036,2022,12,8,1.0,1,1.0,3.0
Batch_731,JO_00731,2022-12-22 12:05:00,Operator_8,Offset Ink,Composite Materials,47.0,1410.0,997.0,742.0,290.0,657.625,Match_Good,Pass,Pass,Pass,Pass,2022-12-24 22:29:00,Operator_75,Type3,2.0,Chip_345865,Pass,Pass,Pass,GPRS,Key_6793,Serial_1408,ICCID_412794,Operator_143,Pass,Pass,Pass,Log_90553,PO-0037,2022,12,2,1.0,1,1.0,3.0
Batch_732,JO_00732,2022-12-22 23:46:00,Operator_28,UV Ink,PVC,49.0,980.0,898.0,82.0,332.0,648.0,Match_Fair,Pass,Pass,Pass,Pass,2022-12-28 00:10:00,Operator_82,Type1,3.0,Chip_988414,Pass,Pass,Pass,UMTS,Key_5640,Serial_7648,ICCID_426159,Operator_136,Pass,Pass,Pass,Log_28111,PO-0038,2022,12,5,1.0,1,1.0,3.0
Batch_733,JO_00733,2022-12-23 11:27:00,Operator_28,UV Ink,Composite Materials,24.0,720.0,714.0,6.0,421.0,299.0,Match_Good,Pass,Pass,Fail,Pass,2022-12-27 02:58:00,Operator_94,Type1,3.0,Chip_867184,Pass,Pass,Pass,UMTS,Key_2505,Serial_4850,ICCID_809484,Operator_115,Pass,Pass,Pass,Log_67182,PO-0039,2022,12,3,1.0,1,1.0,3.0
Batch_734,JO_00734,2022-12-23 23:09:00,Operator_37,Metallic Ink,Composite Materials,27.0,594.0,455.0,139.0,387.0,207.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-29 05:28:00,Operator_57,Type1,1.0,Chip_699722,Pass,Pass,Pass,GSM,Key_4961,Serial_4456,ICCID_697698,Operator_117,Pass,Pass,Pass,Log_13450,PO-0040,2022,12,5,1.0,1,1.0,3.0
Batch_735,JO_00735,2022-12-24 10:50:00,Operator_41,Metallic Ink,PET,38.0,1026.0,174.0,852.0,861.0,165.0,Match_Perfect,Pass,Pass,Pass,Pass,2023-01-01 04:20:00,Operator_81,Type3,3.0,Chip_936374,Fail,Fail,Fail,GSM,Key_5160,Serial_2477,ICCID_888437,Operator_125,Pass,Pass,Pass,Log_26784,PO-0041,2022,12,7,1.0,0,1.0,2.0
Batch_736,JO_00736,2022-12-24 22:31:00,Operator_36,UV Ink,Composite Materials,47.0,1128.0,287.0,841.0,948.0,180.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-30 11:47:00,Operator_87,Type1,3.0,Chip_181710,Pass,Fail,Pass,GSM,Key_3462,Serial_3405,ICCID_579391,Operator_144,Pass,Pass,Pass,Log_99177,PO-0042,2022,12,5,1.0,1,1.0,3.0
Batch_737,JO_00737,2022-12-25 10:12:00,Operator_27,UV Ink,PET,30.0,1170.0,821.0,349.0,458.0,657.625,Match_Fair,Pass,Pass,Pass,Pass,2023-01-03 17:20:00,Operator_54,Type3,1.0,Chip_895435,Pass,Pass,Pass,UMTS,Key_7522,Serial_3440,ICCID_854968,Operator_130,Pass,Pass,Pass,Log_76954,PO-0043,2022,12,9,1.0,1,1.0,3.0
Batch_738,JO_00738,2022-12-25 21:54:00,Operator_17,Offset Ink,PVC,26.0,624.0,399.0,225.0,542.0,82.0,Match_Poor,Pass,Pass,Pass,Pass,2023-01-01 05:51:00,Operator_83,Type3,3.0,Chip_416241,Pass,Pass,Fail,GSM,Key_8622,Serial_1097,ICCID_941553,Operator_143,Pass,Pass,Pass,Log_85520,PO-0044,2022,12,6,1.0,1,1.0,3.0
Batch_739,JO_00739,2022-12-26 09:35:00,Operator_9,UV Ink,Composite Materials,27.0,810.0,329.0,481.0,804.0,6.0,Match_Poor,Pass,Pass,Pass,Pass,2023-01-03 23:24:00,Operator_65,Type3,1.0,Chip_288585,Pass,Pass,Pass,UMTS,Key_8212,Serial_4120,ICCID_153330,Operator_140,Pass,Pass,Pass,Log_66335,PO-0045,2022,12,8,1.0,1,1.0,3.0
Batch_740,JO_00740,2022-12-26 21:16:00,Operator_33,UV Ink,PVC,46.0,1410.0,355.0,1071.0,1113.0,48.0,Match_Fair,Pass,Pass,Pass,Pass,2023-01-04 01:14:00,Operator_59,Type1,0.0,Chip_844203,Pass,Pass,Pass,GSM,Key_9736,Serial_2985,ICCID_218639,Operator_117,Pass,Pass,Pass,Log_39539,PO-0046,2022,12,8,1.0,1,1.0,3.0
Batch_741,JO_00741,2022-12-27 08:57:00,Operator_20,Metallic Ink,PVC,47.0,1316.0,1183.0,133.0,780.0,536.0,Match_Poor,Pass,Pass,Pass,Pass,2023-01-03 16:04:00,Operator_56,Type3,2.0,Chip_147613,Pass,Pass,Pass,GSM,Key_4177,Serial_5006,ICCID_734333,Operator_105,Pass,Pass,Pass,Log_46418,PO-0047,2022,12,7,1.0,1,1.0,3.0
Batch_742,JO_00742,2022-12-27 20:39:00,Operator_13,UV Ink,PVC,21.0,672.0,534.0,138.0,314.0,358.0,Match_Fair,Pass,Pass,Fail,Pass,2023-01-02 01:29:00,Operator_96,Type2,4.0,Chip_956413,Pass,Pass,Pass,GSM,Key_6087,Serial_6362,ICCID_416962,Operator_144,Pass,Pass,Pass,Log_36010,PO-0048,2022,12,5,1.0,1,1.0,3.0
Batch_743,JO_00743,2022-12-28 08:20:00,Operator_28,Metallic Ink,Composite Materials,20.0,780.0,721.0,59.0,685.0,95.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-30 17:12:00,Operator_81,Type1,3.0,Chip_244974,Pass,Pass,Pass,UMTS,Key_4716,Serial_2395,ICCID_606994,Operator_148,Pass,Pass,Pass,Log_12127,PO-0049,2022,12,2,1.0,1,1.0,3.0
Batch_744,JO_00744,2022-12-28 20:01:00,Operator_48,UV Ink,PET,29.0,638.0,393.0,245.0,473.0,165.0,Match_Poor,Pass,Fail,Pass,Pass,2023-01-07 17:28:00,Operator_84,Type2,0.0,Chip_303217,Pass,Pass,Pass,GPRS,Key_2668,Serial_5930,ICCID_101709,Operator_148,Pass,Pass,Pass,Log_98420,PO-0050,2022,12,9,1.0,1,1.0,3.0
Batch_745,JO_00745,2022-12-29 07:43:00,Operator_29,Offset Ink,Composite Materials,18.0,576.0,321.0,255.0,482.0,94.0,Match_Poor,Pass,Pass,Pass,Pass,2023-01-03 10:40:00,Operator_94,Type1,2.0,Chip_724524,Pass,Pass,Pass,GPRS,Key_9247,Serial_9618,ICCID_691807,Operator_149,Pass,Pass,Pass,Log_87082,PO-0051,2022,12,5,1.0,1,1.0,3.0
Batch_746,JO_00746,2022-12-29 19:24:00,Operator_13,UV Ink,PVC,10.0,314.0,280.0,20.0,282.0,18.0,Match_Poor,Pass,Pass,Pass,Pass,2023-01-03 11:36:00,Operator_88,Type3,0.0,Chip_380279,Pass,Fail,Pass,UMTS,Key_5944,Serial_8503,ICCID_980666,Operator_142,Pass,Pass,Pass,Log_67333,PO-0052,2022,12,4,1.0,1,1.0,3.0
Batch_747,JO_00747,2022-12-30 07:05:00,Operator_46,UV Ink,PET,12.0,360.0,297.0,63.0,342.0,18.0,Match_Fair,Pass,Fail,Pass,Pass,2023-01-03 15:49:00,Operator_63,Type3,1.0,Chip_318192,Pass,Pass,Pass,UMTS,Key_3498,Serial_9797,ICCID_274545,Operator_142,Pass,Pass,Pass,Log_41714,PO-0053,2022,12,4,1.0,1,1.0,3.0
Batch_748,JO_00748,2022-12-30 18:46:00,Operator_35,UV Ink,PVC,30.0,1170.0,520.0,650.0,385.0,657.625,Match_Good,Pass,Pass,Fail,Pass,2023-01-03 16:54:00,Operator_86,Type3,0.0,Chip_944224,Pass,Pass,Pass,GPRS,Key_2331,Serial_9338,ICCID_371372,Operator_135,Pass,Pass,Pass,Log_47633,PO-0054,2022,12,3,1.0,1,1.0,3.0
Batch_749,JO_00749,2022-12-31 06:28:00,Operator_6,Metallic Ink,PET,32.0,832.0,316.0,516.0,497.0,335.0,Match_Poor,Pass,Pass,Pass,Pass,2023-01-09 23:44:00,Operator_82,Type1,3.0,Chip_594199,Pass,Pass,Pass,UMTS,Key_4547,Serial_9491,ICCID_339467,Operator_111,Pass,Pass,Pass,Log_92735,PO-0055,2022,12,9,1.0,1,1.0,3.0
Batch_750,JO_00750,2022-12-31 18:09:00,Operator_18,Offset Ink,Composite Materials,18.0,648.0,454.0,194.0,252.0,396.0,Match_Fair,Pass,Pass,Pass,Pass,2023-01-04 14:24:00,Operator_72,Type1,3.0,Chip_895748,Pass,Pass,Pass,GSM,Key_4902,Serial_6145,ICCID_329240,Operator_128,Pass,Pass,Pass,Log_53544,PO-0056,2022,12,3,1.0,1,1.0,3.0
Batch_751,JO_00751,2023-01-01 05:50:00,Operator_5,UV Ink,PET,28.0,980.0,638.0,342.0,438.0,542.0,Match_Fair,Pass,Pass,Pass,Pass,2023-01-04 17:30:00,Operator_98,Type3,4.0,Chip_756752,Pass,Pass,Pass,GPRS,Key_7676,Serial_3965,ICCID_712980,Operator_144,Pass,Pass,Pass,Log_58742,PO-0057,2023,1,3,1.0,1,1.0,3.0
Batch_752,JO_00752,2023-01-01 17:31:00,Operator_47,Metallic Ink,Composite Materials,28.0,924.0,387.0,537.0,537.0,387.0,Match_Fair,Pass,Pass,Pass,Pass,2023-01-09 02:15:00,Operator_79,Type1,4.0,Chip_511418,Pass,Pass,Pass,UMTS,Key_3920,Serial_6765,ICCID_807010,Operator_120,Pass,Pass,Pass,Log_33845,PO-0058,2023,1,7,1.0,1,1.0,3.0
Batch_753,JO_00753,2023-01-02 05:13:00,Operator_25,Offset Ink,PVC,32.0,640.0,605.0,35.0,327.0,313.0,Match_Good,Pass,Pass,Pass,Fail,2023-01-04 14:46:00,Operator_61,Type2,3.0,Chip_757043,Pass,Pass,Pass,UMTS,Key_4689,Serial_9740,ICCID_259774,Operator_102,Pass,Pass,Pass,Log_94135,PO-0059,2023,1,2,1.0,1,1.0,3.0
Batch_754,JO_00754,2023-01-02 16:54:00,Operator_2,Metallic Ink,PET,36.0,1080.0,901.0,179.0,404.0,657.625,Match_Perfect,Pass,Pass,Pass,Pass,2023-01-05 18:59:00,Operator_56,Type3,0.0,Chip_701617,Pass,Pass,Pass,GPRS,Key_8545,Serial_4012,ICCID_466807,Operator_141,Pass,Pass,Pass,Log_29979,PO-0060,2023,1,3,1.0,1,1.0,3.0
Batch_755,JO_00755,2023-01-03 04:35:00,Operator_10,Metallic Ink,PVC,36.0,1152.0,314.0,838.0,284.0,657.625,Match_Fair,Pass,Pass,Pass,Fail,2023-01-12 03:12:00,Operator_55,Type2,3.0,Chip_126431,Pass,Pass,Pass,UMTS,Key_4575,Serial_5074,ICCID_392132,Operator_133,Pass,Fail,Pass,Log_12204,PO-0021,2023,1,8,1.0,1,1.0,3.0
Batch_756,JO_00756,2023-01-03 16:16:00,Operator_30,Offset Ink,PET,48.0,960.0,446.0,514.0,735.0,225.0,Match_Fair,Pass,Pass,Pass,Pass,2023-01-05 23:32:00,Operator_51,Type2,0.0,Chip_539036,Pass,Pass,Pass,GPRS,Key_5395,Serial_5301,ICCID_723968,Operator_136,Pass,Pass,Pass,Log_61320,PO-0022,2023,1,2,1.0,1,1.0,3.0
Batch_757,JO_00757,2023-01-04 03:58:00,Operator_45,UV Ink,Composite Materials,45.0,945.0,923.0,22.0,535.0,410.0,Match_Fair,Pass,Pass,Fail,Pass,2023-01-13 23:51:00,Operator_89,Type1,3.0,Chip_437160,Pass,Pass,Pass,UMTS,Key_1216,Serial_7311,ICCID_718156,Operator_110,Pass,Pass,Pass,Log_71084,PO-0023,2023,1,9,1.0,1,1.0,3.0
Batch_758,JO_00758,2023-01-04 15:39:00,Operator_5,Metallic Ink,PET,21.0,588.0,229.0,359.0,205.0,383.0,Match_Good,Pass,Pass,Pass,Pass,2023-01-14 01:54:00,Operator_60,Type2,2.0,Chip_888681,Pass,Pass,Pass,UMTS,Key_3817,Serial_1375,ICCID_877212,Operator_145,Pass,Pass,Pass,Log_25967,PO-0024,2023,1,9,1.0,1,1.0,3.0
